"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","nummer","foto","eignung","geraete","bereich","infrastruk","besonderes","typ","elemente","gsz_id","geometry"
"","Möhrli-/Schanzackerstrasse                                            ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Möhrlianlage                                                          ","","10877.0000000000","","","","","","","","","","","","","","","","8006","sp037","","1","","Sandanlage, Kiesrasenfläche, Sandbereich, Federwippe, Brettschaukel, Tischtennistisch, Sitzbänke, Feuerstellen                                                                                                                                            ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","37","JA","0 - 5 Jahre ","Sandbereich, Federwippe, Brettschaukel, Tischtennistisch","","Sitzbänke, Feuerstellen","Kleine Parkanlage","Spielplatz","Sandanlage, Kiesrasenfläche","0037","POINT Z (2683684 1249388.9 0)"
"","Engelbertstrasse                                                      ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Mattenhof                                                             ","","10882.0000000000","","","","","","","","","","","","","","","","8051","sp026","","1","","Sandanlage, Spiel- und Liegewiese, Sitzkarussell, Pumpen, Hangrutsche, Federwippe, Kletteranlage, Balanciergerät, Rundlauf, Tischtennistisch, WC, Feuerstellen, Sitzbänke, Ausflugsziel                                                                   ","+41 44 322 02 20","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","26","JA","0 - 9 Jahre","Sitzkarussell, Pumpen, Hangrutsche, Federwippe, Kletteranlage, Balanciergerät, Rundlauf, Tischtennistisch","","WC, Feuerstellen, Sitzbänke","grosszügige, naturnahe Anlage, Familienausflugsziel, Schlüssel für Toilette muss beim Friedhof Schwamendingen ausgeliehen werden","Spielplatz","Sandanlage, Spiel- und Liegewiese","0026","POINT Z (2686911 1250319.9 0)"
"","Hüttenkopf-/Ziegelhüttenstrasse                                       ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Ziegelhütte                                                           ","","10883.0000000000","","","","","","","","","","","","","","","","8051","sp025","","1","","Spiel- und Liegewiese, Spielhügel, Brettschaukel, Sandkasten, Sitzkarussell, Sitzbänke, Feuerstellen, Brunnen, Ausflugsziel, Aussicht, Waldrand                                                                                                           ","+41 44 322 02 20","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","25","JA","0 - 9 Jahre","Brettschaukel, Sandkasten, Sitzkarussell","","Sitzbänke, Feuerstellen, Brunnen","Ausflugsziel, Aussicht, am Waldrand","Spielplatz","Spiel- und Liegewiese, Spielhügel","0025","POINT Z (2685691 1250379.9 0)"
"","Buchegg-/Hofwiesenstrasse                                             ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Buchegg                                                            ","","10884.0000000000","","","","","","","","","","","","","","","","8057","sp024","","1","","Sandanlage, Boulderwand, Spielhügel, Hängematte, Seilbahn,  Hangrutsche, Rutsche, Kombischaukel,  Brettschaukel, Kletterelement, Balanciergerät, Korbschaukel, Sandspielgeräte,  Wasserspiel, Feuerstellen, Gemeinschaftszentrum, Tiere, Velopark         ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","24","JA","0 - 16 Jahre","Hängematte, Seilbahn,  Hangrutsche, Geschlossene Rutsche, Kombischaukel,  Brettschaukel, Kletterelement, Balanciergerät, Korbschaukel, Sandspielgeräte, Pumpen, Wasserspiel","","Sitzbänke, Feuerstellen","Gemeinschaftszentrum mit Tieren,  grosszügige Anlage, Velopark","GZ mit Spielplatz","Sandanlage, Spiel- und Liegewiese, Boulderwand, Spielhügel","0024","POINT Z (2682741 1250454.9 0)"
"","Obere Waidstrasse                                                     ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Obere Waidstrasse                                                     ","","10885.0000000000","","","","","","","","","","","","","","","","8037","sp023","","1","","Sandanlage, Sandbereich, Brettschaukel, Kletteranlage mit Rutsche, Brunnen, Sitzbänke, Aussicht                                                                                                                                                           ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","23","JA","0-5 Jahre","Sandbereich, Brettschaukel, Kletteranlage mit Rutsche","","Brunnen, Sitzbänke","Aussichtspunkt","Spielplatz","Sandanlage","0023","POINT Z (2681791 1250429.9 0)"
"","Schürbungert/Steinkluppenweg/Anna Heer Strasse                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Steinkluppenanlage                                                    ","","10886.0000000000","","","","","","","","","","","","","","","","8057","sp021","","1","","Spiel- und Liegewiese, Brettschaukel, Kletteranlage mit Rutsche, Sandbereich, Brunnen,  Sitzbänke, Rollschuhbahn                                                                                                                                          ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","21","JA","0-5 Jahre","Brettschaukel, Kletteranlage mit Rutsche, Sandbereich","","Brunnen,  Sitzbänke","Rollschuhbahn","Spielplatz","Spiel- und Liegewiese","0021","POINT Z (2683151 1250589.9 0)"
"","Helen-Keller-Strasse                                                  ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Hirzenbach                                                         ","","10887.0000000000","","","","","","","","","","","","","","","","8051","sp020","","1","","grosse Spiel- und Liegewiese, grosse Kiesfläche, Spielhügel, Pumpe, Korbschaukel, Hangrutsche, Pendelschaukel, Wasserspiel,  Brettschaukel, Seilanlage, Seilbahn, Sandbereich, Sandspielgerät, Tischtennistisch, Feuerstellen, Gemeinschaftszentrum       ","+41 44 322 02 20","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","20","JA","0 - 16 Jahre","Pumpe, Korbschaukel, Hangrutsche, Pendelschaukel, Wasserspiel,  Brettschaukel, Seilanlage, Seilbahn, Sandbereich, Sandspielgerät, Tischtennistisch","","Feuerstellen","Gemeinschaftszentrum, naturnahe Umgebung","GZ mit Spielplatz","grosse Spiel- und Liegewiese, grosse Kiesfläche, Spielhügel","0020","POINT Z (2687025.8 1250787.2 0)"
"","Gemeindehausstrasse 54                                                ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Hottingen                                                          ","","10963.0000000000","","","","","","","","","","","","","","","","8032","sp146","","1","","grosse Kiesfläche, Hartplatz, Drehkletterturm, Hüpfteller, Sitzbänke, Gemeinschaftszentrum                                                                                                                                                                ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","146","JA","0 - 9 Jahre","Drehkletterturm, Hüpfteller","","Sitzbänke","Gemeinschaftszentrum","GZ mit Spielplatz","grosse Kiesfläche, Hartplatz","0146","POINT Z (2684442.2 1247113.5 0)"
"","Hohensteinstrasse/Schwendenholz-/Hohensteinweg                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Hohenstein                                                            ","","10964.0000000000","","","","","","","","","","","","","","","","8055","sp145","","1","","Spiel- und Liegewiese, Kletterelement, Korbschaukel, Brettschaukel, Kletteranlage mit Rutsche, Klettergerät, Balanciergerät, Sitzbänke, Feuerstelle, Brunnen, Waldspielplatz,Waldlichtung, Aussicht                                                       ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","145","JA","0 - 9 Jahre","Kletterelement, Korbschaukel, Brettschaukel, Kletteranlage mit Rutsche, Klettergerät, Balanciergerät","","Sitzbänke, Feuerstelle, Brunnen","Waldspielplatz in schöner Waldlichtung, Aussicht","Spielplatz","Spiel- und Liegewiese","0145","POINT Z (2679219 1246117.9 0)"
"","Im Schaber                                                            ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Hasenrain                                                             ","","10965.0000000000","","","","","","","","","","","","","","","","8047","sp144","","1","","Spiel- und Liegewiese, Klettergerät, Brettschaukel, Sitzbänke, Feuerstelle, Brunnen, Waldspielplatz, Waldlichtung, Aussicht                                                                                                                               ","+41 44 431 57 61","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","144","JA","0 - 9 Jahre","Klettergerät, Brettschaukel","","Sitzbänke, Feuerstelle, Brunnen","Waldspielplatz in Waldlichtung, schöne Aussicht","Spielwiese im Wald","Spiel- und Liegewiese","0144","POINT Z (2678540.5 1247689.9 0)"
"","Regina Kägi-Strasse                                                   ","","","","","Grün Stadt Zürich","202009151538","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Louis Häfliger Park                                                   ","","10966.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8050","sp143","","1","","Spiel- und Liegewiese, Hartplatz, Allwetterplatz, Spielhügel, Brettschaukel, Sprossengerät, Bockrutsche, Reck, Sitzbänke, Liegeflächen, moderne Parkanlage                                                                                                ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Regina Kägi-Strasse                                                   ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Regina-K%C3%A4gi-Hof 2","143","JA","0 - 16 Jahre","Brettschaukel, Sprossengerät, Bockrutsche, Reck","","Sitzbänke, Liegeflächen","moderne Parkanlage","Spielplatz","Spiel- und Liegewiese, Hartplatz, Allwetterplatz, Spielhügel","0143","POINT Z (2682637 1251876 0)"
"","Bleulerstrasse                                                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Sportanlage Lengg                                                     ","","10967.0000000000","","","","","","","","","","","","","","","","8008","sp142","","1","","Spiel- und Liegewiese, Federwippe, Kletteranlage mit Rutsche, Tischtennistisch, Sitzbänke, Tennisanlage, Öffnungszeiten                                                                                                                                   ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","142","JA","4 - 9 Jahre","Federwippe, Kletteranlage mit Rutsche, Tischtennistisch","","Sitzbänke","liegt innerhalb der Tennisanlage, Öffnungszeiten beachten!","Spielplatz","Spiel- und Liegewiese","0142","POINT Z (2685616.2 1244998.4 0)"
"","Seestrasse 407                                                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Rote Fabrik                                                           ","","11009.0000000000","","","","","","","","","","","","","","","","8038","sp116","","1","","grosse Kiesfläche, Brettschaukel, Kletteranlage mit Rutsche, Bahnkarussell, Sandbereich, Pumpe, Federwippe, Sitzbänke, Feuerstelle, Spielschiff, See                                                                                                      ","+41 44 482 10 03","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","116","JA","0 - 5 Jahre","Brettschaukel, Kletteranlage mit Rutsche, Bahnkarussell, Sandbereich, Pumpe, Federwippe","","Sitzbänke, Feuerstelle","schönes Spielschiff direkt am See","Spielplatz","grosse Kiesfläche","0116","POINT Z (2683003.5 1244150.4 0)"
"","Langgrütweg, zw. In d.Ey u. Langrütstr.                               ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Langgrüt - Altweg                                                     ","","11010.0000000000","","","","","","","","","","","","","","","","8047","sp115","","1","","Spiel- und Liegewiese, Brettschaukel, Sandbereich, Bockrutsche, Federwippe, Pumpe, Sitzbänke, ruhig                                                                                                                                                       ","+41 44 431 57 61","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","115","JA","0 - 5 Jahre","Brettschaukel, Sandbereich, Bockrutsche, Federwippe, Pumpe","","Sitzbänke","ruhiger Spielplatz ","Spielplatz","Spiel- und Liegewiese","0115","POINT Z (2679467.5 1247496 0)"
"","Stauffacher-/St. Jakobstrasse                                         ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Lutherwiese                                                           ","","11011.0000000000","","","","","","","","","","","","","","","","8004","sp114","","1","","Spiel- und Liegewiese, Kombischaukel, Federwippe, Korbschaukel, Kletteranlage mit Rutsche, Sandbereich, ZüriWC, Sitzbänke                                                                                                                                 ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","114","JA","0 - 5 Jahre","Kombischaukel, Federwippe, Korbschaukel, Kletteranlage mit Rutsche, Sandbereich","","ZüriWC, Sitzbänke","Quartierspielplatz","Spielplatz","Spiel- und Liegewiese","0114","POINT Z (2682294.8 1247651.8 0)"
"","Süsslerenstrasse                                                      ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Süsslerenanlage                                                       ","","11012.0000000000","","","","","","","","","","","","","","","","8047","sp113","","1","","Bachspielplatz, Spiel- und Liegewiese, Schlittelhügel, Hüpfteller, Federwippe, Kletteranlage,  Sandkasten, Brettschaukel, Hangrutsche, Balanciergerät, Tischtennistisch, Sitzbänke, Baumbestand                                                           ","+41 44 431 57 61","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","113","JA","0 - 5 Jahre ","Hüpfteller, Federwippe, Kletteranlage,  Sandkasten, Brettschaukel, Hangrutsche, Balanciergerät, Tischtennistisch","","Sitzbänke","grosszügige Parkanlage mit altem Baumbestand","Spielplatz","Bachspielplatz, Spiel- und Liegewiese, Schlittelhügel","0113","POINT Z (2679685 1247798.5 0)"
"","Feldstrasse 37                                                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Pflanzschulwiese                                                      ","","11013.0000000000","","","","","","","","","","","","","","","","8004","sp111","","1","","Spiel- und Liegewiese, Bockrutsche, Sitzkarussell, Spielhaus, Brettschaukel, Sandbereich, Sitzbänke, Brunnen, Spielwiese                                                                                                                                  ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","111","JA","0 - 5 Jahre","Bockrutsche, Sitzkarussell, Spielhaus, Brettschaukel, Sandbereich","","Sitzbänke, Brunnen","kleine Spielanlage neben grosser Spielwiese","Spielplatz","Spiel- und Liegewiese","0111","POINT Z (2681723.8 1247809.9 0)"
"","Helvetiaplatz                                                         ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Kanzleiwiese                                                          ","","11014.0000000000","","","","","","","","","","","","","","","","8004","sp110","","1","","Spiel- und Liegewiese, grosse Kiesfläche, Korbschaukel, Kletteranlage mit Rutsche, Wasserförderanlage, Hangrutsche, Sitzbänke, ZüriWC, Spielanimation, Brunnen, krumme und schiefe Spielanlage, Steinpyramiede                                            ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","110","JA","0 - 9 Jahre","Korbschaukel, Kletteranlage mit Rutsche, Wasserförderanlage, Hangrutsche","","Sitzbänke, ZüriWC, Spielanimation, Brunnen","krumme und schiefe Spielanlage, Steinpyramiede","Spielplatz","Spiel- und Liegewiese, grosse Kiesfläche","0110","POINT Z (2682115 1247795.5 0)"
"","Kanonengasse 18, im Innenhof des alten Zeughaus                       ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Kasernenareal                                                         ","","11015.0000000000","","","","","","","","","","","","","","","","8004","sp109","","1","","Spiel- und Liegewiese, Hartplatz, Schwingwippe, Brettschaukel, Sandkasten, Bockrutsche, Sitzbänke, eingezäunter Kleinkinderspielbereich                                                                                                                   ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","109","JA","0 - 5 Jahre","Schwingwippe, Brettschaukel, Sandkasten, Bockrutsche","","Sitzbänke","eingezäunter Kleinkinderspielbereich","Spielplatz","Spiel- und Liegewiese, Hartplatz","0109","POINT Z (2682431.2 1247963.1 0)"
"","Aemtlerstrasse                                                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Aemtleranlage                                                         ","","11059.0000000000","","","","","","","","","","","","","","","","8003","sp067","","1","","Spiel- und Liegewiese, Seilanlage mit Rutsche, Wasserspiel, Kletteranlage mit Rutsche, Einpunktschaukel, Sandbereich,  Wasserförderanlage, Kletteranlage mit Rutsche, Wasserförderanlage, Sitzbänke, Brunnen, Feuerstellen, Pergola, Baumbestand          ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","67","JA","0 - 9 Jahre","Seilanlage mit Rutsche, Wasserspiel, Kletteranlage mit Rutsche, Einpunktschaukel, Sandbereich,  Wasserförderanlage, Kletteranlage mit Rutsche, Wasserförderanlage","","Sitzbänke, Brunnen, Feuerstellen, Pergola","historische Parkanlage mit schönem Baumbestand","Spielplatz","Spiel- und Liegewiese","0067","POINT Z (2681001 1247554.9 0)"
"","Sihlfeld-/Zentral-/Gertrudstrasse                                     ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Gertrudplatz                                                          ","","11060.0000000000","","","","","","","","","","","","","","","","8003","sp066","","1","","Kiesplatz, Brettschaukel, Sandbereich, Kletteranlage mit Rutsche,  Federwippe,  Bockrutsche, Sitzbänke, Brunnen                                                                                                                                           ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","66","JA","0 - 5 Jahre","Brettschaukel, Sandbereich, Kletteranlage mit Rutsche,  Federwippe,  Bockrutsche","","Sitzbänke, Brunnen","Kleine Parkanlage","Spielplatz","Kiesplatz","0066","POINT Z (2681431 1247582.9 0)"
"","Lindenhofstrasse                                                      ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Lindenhof                                                             ","","11061.0000000000","","","","","","","","","","","","","","","","8001","sp065","","1","","Kiesplatz, Brettschaukel, Sandbereich, Schachspiel, Sitzbänke, Brunnen, historische Anlage, Aussicht                                                                                                                                                      ","+41 44 201 75 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","65","JA","0 - 5 Jahre","Brettschaukel, Sandbereich, Schachspiel","","Sitzbänke, Brunnen","historische Anlage mit schönem Lindenbestand und Aussicht auf die Altstadt","Spielplatz","Kiesplatz","0065","POINT Z (2683213.2 1247504.9 0)"
"","Oetenbachgasse/Lindenhofstrasse                                       ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Urania                                                                ","","11062.0000000000","","","","","","","","","","","","","","","","8001","sp064","","1","","Spiel- und Liegewiese, Sandbereich, Federwippe,  Hangrutsche, Klettergerät, Kombischaukel, Sitzbänke, WC, Aussicht                                                                                                                                        ","+41 44 201 75 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","64","JA","0 - 5 Jahre","Sandbereich, Federwippe,  Hangrutsche, Klettergerät, Kombischaukel","","Sitzbänke, WC","abwechslungsreiche Anlage mit Aussicht über die Altstadt","Spielplatz","Spiel- und Liegewiese","0064","POINT Z (2683268.2 1247552.1 0)"
"","Zurlindenstrasse 235                                                  ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Zurlindenhof II                                                       ","","11063.0000000000","","","","","","","","","","","","","","","","8003","sp063","","1","","Spiel- und Liegewiese, Sandbereich, Seilanlage mit Rutsche, Balanciergerät, Brettschaukel, Sitzbänke                                                                                                                                                      ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","63","JA","0 - 9 Jahre","Sandbereich, Seilanlage mit Rutsche, Balanciergerät, Brettschaukel","","Sitzbänke","ruhiger Innenhof mit Kinderhort und -garten","Spielplatz","Spiel- und Liegewiese","0063","POINT Z (2681115.8 1247714 0)"
"","Zurlindenstrasse 232 (Spielplatz)                                     ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Zurlindenhof I                                                        ","","11064.0000000000","","","","","","","","","","","","","","","","8003","sp062","","1","","Spiel- und Liegewiese, Spielhügel, Hangrutsche, Korbschaukel, Balanciergerät, Sandbereich, Kletterelement, Federwippe, Sitzbänke                                                                                                                          ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","62","JA","0 - 9 Jahre","Hangrutsche, Korbschaukel, Balanciergerät, Sandbereich, Kletterelement, Federwippe","","Sitzbänke","grosszügiger, ruhiger Innenhof","Spielplatz","Spiel- und Liegewiese, Spielhügel","0062","POINT Z (2681189.2 1247786 0)"
"","Fritschi-/Badener-/Zypressenstrasse                                   ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Fritschiwiese                                                         ","","11065.0000000000","","","","","","","","","","","","","","","","8003","sp061","","1","","Spielhügel,  Boulderwand, Planschbecken, Slackline, Pumpen, Brettschaukel, Drehkletterturm, Drehscheibe, Karussell, Seilbahn, Hangrutsche, Spielhaus, Brettschaukel, Tischtennistisch, Kletterelement, Sitzbänke, Feuerstellen, Spielanimation            ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","61","JA","0 - 16 Jahre","Slackline, Pumpen, Brettschaukel, Drehkletterturm, Drehscheibe, Karussell, Seilbahn, Hangrutsche, Spielhaus, Brettschaukel, Planschbecken, Boulderwand, Tischtennistisch, Kletterelement","","Sitzbänke, Sitzelemente 'Fritschis', Feuerstellen, Spielanimation","grosszügige, beliebte Parkanlage mit Planschbecken","Spielplatz","Spiel-  und Liegewiese, Spielhügel,  Boulderwand, Planschbecken","0061","POINT Z (2681065.5 1247800 0)"
"","Sunnige Hof 34a","","","","","Grün Stadt Zürich","202103041651","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","34a","0_","Spielplatz;NULL","1","0","Spielplatz","","Suunige Hof / Weibelackerstrasse","","11107.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","","sp9575","","1","Sunnige Hof","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Sunnige Hof 34a","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Sunnige Hof 34a","","","","","","","","","","0170","POINT Z (2686722 1250449 0)"
"","Opfikonstrasse","Opfikonstrasse","","","","Tiefbauamt","202103031308","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","1","0","Spielplatz","","Opfikonstrasse","0006","11362.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","","","sp9104","","1","","","+41 44 322 02 20","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Opfikonstrasse","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Opfikonstrasse 170","","","","","","","","","","0006","POINT Z (2685358 1252511 0)"
"","Hegianwandweg 127","","","","","Grün Stadt Zürich","202103031316","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","127","0_","Spielplatz;NULL","1","0","Spielplatz","","Frauental Tennisanlag","sp0030","11363.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8045","sp9105","","1","Hegianwandweg","sp0030","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Hegianwandweg 127","https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Zürich, Hegianwandweg 127","","","","","","","","","","0030","POINT Z (2680711 1245370 0)"
